Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
takeScreenshot(),Chrome 128.0.0.0,mengambil Screenshot pada window,,2024-09-16 19:31:42,2024-09-16 19:31:43,0.324s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_PostalCode""))",Chrome 128.0.0.0,Verifikasi element postalCode Terlihat,,2024-09-16 19:31:43,2024-09-16 19:31:43,0.314s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_PostalCode""), postalCode)",Chrome 128.0.0.0,Input text PostalCode,,2024-09-16 19:31:43,2024-09-16 19:31:44,0.636s,PASSED
"postalcode = getAttribute(findTestObject(""YourInformation_Page/TextArea_PostalCode""), ""value"")",Chrome 128.0.0.0,ambil atribut value postalcode yang telah diinput,,2024-09-16 19:31:44,2024-09-16 19:31:44,0.538s,PASSED
println(postalcode),Chrome 128.0.0.0,print value postalCode,,2024-09-16 19:31:44,2024-09-16 19:31:44,0.001s,PASSED
takeScreenshot(),Chrome 128.0.0.0,mengambil screenshot pada window,,2024-09-16 19:31:44,2024-09-16 19:31:45,0.330s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue Terlihat,,2024-09-16 19:31:45,2024-09-16 19:31:45,0.319s,PASSED
"verifyElementClickable(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue dapat diklik,,2024-09-16 19:31:45,2024-09-16 19:31:45,0.310s,PASSED
"click(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,klik button Continue,,2024-09-16 19:31:45,2024-09-16 19:31:46,0.348s,PASSED
back(),Chrome 128.0.0.0,Tekan button back browser,,2024-09-16 19:31:46,2024-09-16 19:31:46,0.032s,PASSED
Video,Chrome 128.0.0.0,,,2024-09-16 19:31:48,2024-09-16 19:31:48,0.001s,PASSED
,,,,,,,
Test Cases/YourInformation_Page/Negative_Case/InputData_YourInformation_Back,Chrome 128.0.0.0,,,2024-09-16 19:31:48,2024-09-16 19:31:58,10.222s,PASSED
